Recipe ID,Dish Name,Category,Type,Cuisine,Rating,Prep Time (mins),Nutrients,Taste Profile & Tags,Ingredients,Price (₹),Order Count,Time of Day,Review,Spice Level,Serving Size,Allergens,Availability,Chef's Special,Calories,Pairing Suggestions,Taste Profile,Tags
R79,Hot & Sour Soup (Veg),Starter,Veg,Chinese,4.6,18,180 kcal / 8g protein / 22g carbs / 6g fat,"Spicy, tangy; Tags: Veg, Soup","Mushroom, carrot, tofu, soy sauce, vinegar",160,660,Lunch/Dinner,Loved by both kids and adults alike.,Mild,Small,Dairy,Always,Yes,180,"Garlic Bread, Soup","Spicy, Tangy",General
R80,Hot & Sour Soup (Chicken),Starter,Non-Veg,Chinese,4.7,20,200 kcal / 14g protein / 18g carbs / 6g fat,"Spicy, tangy; Tags: Non-Veg, Soup","Chicken, mushroom, carrot, soy sauce, vinegar",200,700,Lunch/Dinner,Authentic taste that feels homemade.,Mild,Medium,,Limited,No,200,"French Fries, Coke","Spicy, Tangy",Non-veg
R81,Sweet Corn Soup (Veg),Starter,Veg,Chinese,4.6,16,150 kcal / 6g protein / 26g carbs / 4g fat,"Sweet, light; Tags: Veg, Soup","Corn, carrot, beans, soy sauce, spices",140,640,Lunch/Dinner,"Great value for the price, must-try dish.",Mild,Large,Dairy,Seasonal,No,150,"Plain Rice, Green Salad",Sweet,General
R82,Sweet Corn Soup (Chicken),Starter,Non-Veg,Chinese,4.7,18,180 kcal / 12g protein / 22g carbs / 4g fat,"Sweet, light; Tags: Non-Veg, Soup","Corn, chicken, carrot, soy sauce, spices",180,680,Lunch/Dinner,Authentic taste that feels homemade.,Mild,Small,,Seasonal,No,180,"French Fries, Coke",Sweet,Non-veg
R83,Veg Clear Soup,Starter,Veg,Chinese,4.5,14,120 kcal / 5g protein / 20g carbs / 2g fat,"Light, healthy; Tags: Veg, Soup, Healthy","Carrot, beans, cabbage, pepper",120,600,Lunch/Dinner,"Comforting and tasty, great with sides.",Mild,Medium,Dairy,Seasonal,No,120,"Plain Rice, Green Salad",Neutral,Healthy
R84,Chicken Clear Soup,Starter,Non-Veg,Chinese,4.6,16,150 kcal / 12g protein / 14g carbs / 3g fat,"Light, healthy; Tags: Non-Veg, Soup, Healthy","Chicken, carrot, beans, pepper",160,640,Lunch/Dinner,"Great value for the price, must-try dish.",Mild,Small,,Always,No,150,"Tandoori Roti, Dal Fry",Neutral,"Healthy, Non-veg"
R85,Veg Momos,Starter,Veg,Tibetan/Chinese,4.7,20,300 kcal / 10g protein / 44g carbs / 8g fat,"Soft, savory; Tags: Veg, Street Food","Flour, cabbage, carrot, onion, spices",180,780,Lunch/Dinner,"Rich flavor profile, always satisfying.",Mild,Large,Dairy,Limited,No,300,"Plain Rice, Green Salad",Savory,General
R86,Chicken Momos,Starter,Non-Veg,Tibetan/Chinese,4.8,22,340 kcal / 16g protein / 40g carbs / 10g fat,"Soft, savory; Tags: Non-Veg, Street Food","Flour, chicken, onion, garlic, spices",220,820,Lunch/Dinner,"Great value for the price, must-try dish.",Mild,Large,,Seasonal,Yes,340,"Garlic Bread, Soup",Savory,Non-veg
R87,Paneer Momos,Starter,Veg,Tibetan/Chinese,4.7,22,320 kcal / 12g protein / 42g carbs / 9g fat,"Soft, savory; Tags: Veg, Street Food","Flour, paneer, onion, garlic, spices",200,740,Dinner,"Comforting and tasty, great with sides.",Medium,Large,Dairy,Always,Yes,320,"French Fries, Coke",Savory,General
R88,Fried Momos (Veg),Starter,Veg,Tibetan/Chinese,4.6,24,360 kcal / 10g protein / 46g carbs / 12g fat,"Crispy, savory; Tags: Veg, Street Food","Flour, cabbage, carrot, onion, spices",200,700,Lunch/Dinner,Authentic taste that feels homemade.,Mild,Small,Dairy,Always,Yes,360,"Tandoori Roti, Dal Fry",Savory,General
R89,Fried Momos (Chicken),Starter,Non-Veg,Tibetan/Chinese,4.7,26,400 kcal / 16g protein / 42g carbs / 14g fat,"Crispy, savory; Tags: Non-Veg, Street Food","Flour, chicken, onion, garlic, spices",240,740,Lunch/Dinner,"A customer favorite, full of flavor.",Mild,Small,,Seasonal,Yes,400,"Garlic Bread, Soup",Savory,Non-veg
R90,Tandoori Momos,Starter,Veg/Non-Veg,Fusion,4.8,28,420 kcal / 18g protein / 44g carbs / 16g fat,"Smoky, spicy; Tags: Street Food, Fusion","Flour, paneer/chicken, yogurt, spices",260,800,Lunch/Dinner,Authentic taste that feels homemade.,Mild,Large,,Always,Yes,420,"Tandoori Roti, Dal Fry",Spicy,General
R91,Paneer Butter Masala,Main Course,Veg,Indian,4.9,30,520 kcal / 20g protein / 38g carbs / 28g fat,"Rich, creamy, slightly sweet; Tags: Veg, Curry","Paneer, butter, tomato, cream, spices",340,880,Dinner,Absolutely delicious and worth trying again!,Spicy,Small,Dairy,Limited,No,520,"Garlic Naan, Jeera Rice",Sweet,General
R92,Shahi Paneer,Main Course,Veg,Indian,4.8,32,540 kcal / 18g protein / 40g carbs / 30g fat,"Creamy, royal, mild sweet; Tags: Veg, Curry","Paneer, cream, cashew, onion, spices",360,840,Dinner,Authentic taste that feels homemade.,Medium,Large,Dairy,Limited,No,540,"Plain Rice, Green Salad","Sweet, Mild",General
R93,Palak Paneer,Main Course,Veg,Indian,4.7,28,440 kcal / 18g protein / 32g carbs / 22g fat,"Savory, earthy, mildly spiced; Tags: Veg, Curry, Healthy","Paneer, spinach, onion, tomato, spices",320,820,Dinner,Absolutely delicious and worth trying again!,Medium,Small,Dairy,Always,No,440,"Garlic Bread, Soup","Savory, Mild",Healthy
R94,Chole Bhature,Main Course,Veg,North Indian,4.8,35,620 kcal / 20g protein / 78g carbs / 26g fat,"Spicy, tangy, indulgent; Tags: Veg, Street Food","Chickpeas, flour, onion, tomato, spices",260,860,Dinner,"Great value for the price, must-try dish.",Mild,Small,Dairy,Always,No,620,"French Fries, Coke","Spicy, Tangy",General
R95,Rajma Chawal,Main Course,Veg,North Indian,4.7,34,540 kcal / 22g protein / 74g carbs / 16g fat,"Savory, homely; Tags: Veg, Curry, Healthy","Kidney beans, rice, onion, tomato, spices",240,820,Dinner,Loved by both kids and adults alike.,Mild,Medium,Dairy,Seasonal,No,540,"French Fries, Coke",Savory,Healthy
R96,Dal Makhani,Main Course,Veg,North Indian,4.9,36,580 kcal / 24g protein / 62g carbs / 22g fat,"Creamy, buttery, rich; Tags: Veg, Curry","Black lentils, cream, butter, tomato, spices",320,880,Dinner,"Rich flavor profile, always satisfying.",Medium,Medium,Dairy,Seasonal,No,580,"Tandoori Roti, Jeera Rice",Neutral,General
R97,Butter Chicken,Main Course,Non-Veg,North Indian,4.9,34,600 kcal / 32g protein / 40g carbs / 28g fat,"Rich, creamy, mildly spicy; Tags: Non-Veg, Curry","Chicken, butter, cream, tomato, spices",420,920,Dinner,"Comforting and tasty, great with sides.",Medium,Small,,Limited,No,600,"French Fries, Coke","Spicy, Mild",Non-veg
R98,Chicken Tikka Masala,Main Course,Non-Veg,North Indian,4.8,32,580 kcal / 34g protein / 42g carbs / 26g fat,"Spicy, smoky, creamy; Tags: Non-Veg, Curry","Chicken tikka, cream, tomato, onion, spices",400,880,Dinner,"Comforting and tasty, great with sides.",Extra Spicy,Medium,,Limited,Yes,580,"French Fries, Coke",Spicy,Non-veg
R99,Mutton Rogan Josh,Main Course,Non-Veg,Kashmiri,4.8,40,640 kcal / 36g protein / 38g carbs / 32g fat,"Rich, aromatic, spicy; Tags: Non-Veg, Curry","Mutton, yogurt, onion, tomato, spices",480,860,Dinner,"Comforting and tasty, great with sides.",Spicy,Small,,Limited,Yes,640,"Butter Naan, Steamed Rice",Spicy,Non-veg
R100,Biryani (Veg),Rice,Veg,Hyderabadi,4.8,38,620 kcal / 18g protein / 96g carbs / 18g fat,"Spicy, aromatic, wholesome; Tags: Veg, Rice","Rice, vegetables, yogurt, spices",320,860,Dinner,A staple dish that never disappoints.,Medium,Small,Dairy,Limited,No,620,"Raita, Salad",Spicy,General
R101,Chicken Biryani,Rice,Non-Veg,Hyderabadi,4.9,40,680 kcal / 32g protein / 94g carbs / 22g fat,"Spicy, aromatic, wholesome; Tags: Non-Veg, Rice","Rice, chicken, yogurt, spices",400,940,Dinner,Authentic taste that feels homemade.,Medium,Small,,Limited,Yes,680,"Raita, Salad",Spicy,Non-veg
R102,Mutton Biryani,Rice,Non-Veg,Hyderabadi,4.9,44,720 kcal / 36g protein / 92g carbs / 26g fat,"Spicy, rich, aromatic; Tags: Non-Veg, Rice","Rice, mutton, yogurt, spices",480,920,Dinner,"A customer favorite, full of flavor.",Medium,Large,,Limited,Yes,720,"Raita, Salad",Spicy,Non-veg
R103,Fish Curry (Goan),Main Course,Non-Veg,Goan,4.7,34,520 kcal / 28g protein / 36g carbs / 22g fat,"Tangy, spicy, coastal; Tags: Non-Veg, Curry","Fish, coconut milk, tamarind, spices",380,820,Dinner,"A customer favorite, full of flavor.",Spicy,Small,Seafood,Seasonal,No,520,"Steamed Rice, Rasam","Spicy, Tangy",Non-veg
R104,Prawn Masala,Main Course,Non-Veg,Coastal Indian,4.8,32,480 kcal / 30g protein / 34g carbs / 20g fat,"Spicy, tangy, coastal; Tags: Non-Veg, Curry","Prawns, onion, tomato, coconut, spices",420,860,Dinner,"Light, fresh, and very enjoyable.",Spicy,Medium,Seafood,Seasonal,No,480,"Plain Rice, Green Salad","Spicy, Tangy",Non-veg
R105,Malai Kofta,Main Course,Veg,North Indian,4.7,34,600 kcal / 16g protein / 48g carbs / 32g fat,"Rich, creamy, slightly sweet; Tags: Veg, Curry","Paneer, potatoes, cream, cashew, spices",340,800,Dinner,Absolutely delicious and worth trying again!,Mild,Small,Dairy,Limited,Yes,600,"Plain Rice, Green Salad",Sweet,General
R106,Veg Pulao,Rice,Veg,Indian,4.6,26,420 kcal / 12g protein / 72g carbs / 10g fat,"Light, aromatic; Tags: Veg, Rice, Healthy","Rice, vegetables, spices",220,760,Snack,"Light, fresh, and very enjoyable.",Mild,Large,Dairy,Always,No,420,"Garlic Bread, Soup",Neutral,Healthy
R107,Jeera Rice,Rice,Veg,Indian,4.5,22,380 kcal / 8g protein / 70g carbs / 6g fat,"Simple, aromatic; Tags: Veg, Rice","Rice, cumin, ghee",180,720,Snack,"Rich flavor profile, always satisfying.",Mild,Large,Dairy,Limited,No,380,"Garlic Bread, Soup",Neutral,General
R108,Tandoori Chicken,Starter,Non-Veg,North Indian,4.9,34,560 kcal / 40g protein / 18g carbs / 28g fat,"Smoky, spicy, charred; Tags: Non-Veg, Grill","Chicken, yogurt, spices",420,940,Lunch/Dinner,"A customer favorite, full of flavor.",Mild,Small,,Limited,No,560,"Mint Chutney, Butter Naan",Spicy,Non-veg
R109,Paneer Tikka,Starter,Veg,North Indian,4.8,28,460 kcal / 20g protein / 28g carbs / 22g fat,"Smoky, spicy, charred; Tags: Veg, Grill","Paneer, yogurt, spices",320,880,Dinner,"Light, fresh, and very enjoyable.",Extra Spicy,Large,Dairy,Seasonal,Yes,460,"Tandoori Roti, Dal Fry",Spicy,General
R110,Seekh Kebab,Starter,Non-Veg,Mughlai,4.8,30,520 kcal / 32g protein / 20g carbs / 26g fat,"Smoky, spicy; Tags: Non-Veg, Grill","Mutton/chicken mince, spices",400,880,Lunch/Dinner,"Light, fresh, and very enjoyable.",Spicy,Small,,Limited,Yes,520,"Plain Rice, Green Salad",Spicy,Non-veg
R111,Veg Thali,Meal Combo,Veg,Indian,4.7,40,900 kcal / 28g protein / 120g carbs / 36g fat,"Wholesome, variety; Tags: Veg, Combo","Dal, sabzi, rice, roti, salad, sweet",360,820,Snack,"Light, fresh, and very enjoyable.",Mild,Large,Dairy,Always,Yes,900,"Plain Rice, Green Salad",Neutral,General
R112,Non-Veg Thali,Meal Combo,Non-Veg,Indian,4.8,42,1100 kcal / 46g protein / 140g carbs / 44g fat,"Wholesome, variety; Tags: Non-Veg, Combo","Chicken curry, dal, rice, roti, salad, sweet",440,880,Snack,Loved by both kids and adults alike.,Mild,Large,,Limited,Yes,1100,"French Fries, Coke",Neutral,Non-veg
R113,Masala Dosa,South Indian,Veg,South Indian,4.8,26,460 kcal / 12g protein / 78g carbs / 12g fat,"Crispy, savory; Tags: Veg, Breakfast","Rice batter, potato, curry leaves, spices",220,860,Breakfast,"Rich flavor profile, always satisfying.",Spicy,Medium,Dairy,Seasonal,No,460,"Sambar, Coconut Chutney",Savory,General
R114,Idli Sambar,South Indian,Veg,South Indian,4.7,24,420 kcal / 10g protein / 80g carbs / 8g fat,"Soft, savory; Tags: Veg, Breakfast","Rice batter, lentils, tamarind, spices",200,820,Breakfast,"Great value for the price, must-try dish.",Mild,Large,Dairy,Always,Yes,420,"Sambar, Coconut Chutney",Savory,General
R115,Medu Vada,South Indian,Veg,South Indian,4.6,26,480 kcal / 14g protein / 62g carbs / 14g fat,"Crispy, savory; Tags: Veg, Snack","Urad dal, curry leaves, spices",220,780,Snack,"Rich flavor profile, always satisfying.",Mild,Small,Dairy,Always,Yes,480,"Plain Rice, Green Salad",Savory,Snack
R116,Uttapam,South Indian,Veg,South Indian,4.6,28,460 kcal / 12g protein / 76g carbs / 12g fat,"Soft, savory; Tags: Veg, Breakfast","Rice batter, onion, tomato, chili",220,760,Snack,"A customer favorite, full of flavor.",Mild,Small,Dairy,Seasonal,Yes,460,"French Fries, Coke",Savory,General
R117,Vada Pav,Snack,Veg,Maharashtrian,4.7,18,420 kcal / 8g protein / 54g carbs / 16g fat,"Spicy, savory; Tags: Veg, Street Food","Potato, bun, chutney, chili",120,880,Snack,"Light, fresh, and very enjoyable.",Mild,Medium,Dairy,Always,Yes,420,"Tandoori Roti, Dal Fry","Savory, Spicy",General
R118,Pav Bhaji,Snack,Veg,Maharashtrian,4.8,24,480 kcal / 10g protein / 64g carbs / 18g fat,"Spicy, buttery; Tags: Veg, Street Food","Mixed vegetables, pav bread, butter, spices",180,900,Snack,"Comforting and tasty, great with sides.",Mild,Medium,Dairy,Always,No,480,"French Fries, Coke",Spicy,General
R119,Misal Pav,Snack,Veg,Maharashtrian,4.7,26,460 kcal / 14g protein / 60g carbs / 16g fat,"Spicy, tangy; Tags: Veg, Street Food","Sprouted beans, pav bread, farsan, spices",160,840,Snack,Authentic taste that feels homemade.,Mild,Medium,Dairy,Limited,No,460,"Garlic Bread, Soup","Spicy, Tangy",General
R120,Pani Puri,Snack,Veg,Indian Street Food,4.9,18,300 kcal / 6g protein / 52g carbs / 8g fat,"Tangy, spicy; Tags: Veg, Street Food","Puri, potato, chickpea, tamarind water",100,960,Snack,"Light, fresh, and very enjoyable.",Mild,Small,Dairy,Always,No,300,"Tandoori Roti, Dal Fry","Spicy, Tangy",General
R121,Mutton Rogan Josh,Main Course,Non-Veg,Indian (Kashmiri),4.9,50,520 kcal / 32g protein / 20g carbs / 34g fat,"Rich, spicy; Tags: Non-Veg, Traditional","Mutton, yogurt, Kashmiri chili, spices",520,890,Dinner,A staple dish that never disappoints.,Spicy,Small,,Limited,Yes,520,"Butter Naan, Steamed Rice",Spicy,Non-veg
R122,Shahi Paneer,Main Course,Veg,Indian (Mughlai),4.8,40,460 kcal / 18g protein / 32g carbs / 28g fat,"Creamy, rich; Tags: Veg, Mughlai","Paneer, cashew, cream, tomato, spices",420,860,Dinner,"Comforting and tasty, great with sides.",Medium,Small,Dairy,Seasonal,Yes,460,"Tandoori Roti, Dal Fry",Neutral,General
R123,Dal Tadka,Main Course,Veg,Indian (North),4.7,30,320 kcal / 14g protein / 42g carbs / 8g fat,"Comforting, spicy; Tags: Veg, Healthy","Toor dal, onion, garlic, ghee, spices",280,740,Dinner,A staple dish that never disappoints.,Medium,Small,Dairy,Always,Yes,320,"French Fries, Coke",Spicy,Healthy
R124,Chana Masala,Main Course,Veg,Indian (North),4.7,35,340 kcal / 16g protein / 48g carbs / 6g fat,"Spicy, tangy; Tags: Veg, Healthy","Chickpeas, onion, tomato, spices",260,720,Dinner,"Rich flavor profile, always satisfying.",Spicy,Small,Dairy,Seasonal,No,340,"Plain Rice, Green Salad","Spicy, Tangy",Healthy
R125,Palak Paneer,Main Course,Veg,Indian (North),4.8,38,380 kcal / 20g protein / 30g carbs / 18g fat,"Creamy, healthy; Tags: Veg, Nutrient-rich","Spinach, paneer, cream, onion, spices",360,780,Dinner,Loved by both kids and adults alike.,Medium,Large,Dairy,Limited,Yes,380,"French Fries, Coke",Neutral,Healthy
R126,Paneer Butter Masala,Main Course,Veg,Indian (North),4.9,42,480 kcal / 20g protein / 34g carbs / 26g fat,"Rich, buttery; Tags: Veg, Mughlai","Paneer, butter, cream, tomato, spices",420,920,Dinner,Authentic taste that feels homemade.,Spicy,Small,Dairy,Limited,Yes,480,"Garlic Naan, Jeera Rice",Neutral,General
R127,Kadhi Pakora,Main Course,Veg,Indian (North),4.6,45,400 kcal / 14g protein / 46g carbs / 14g fat,"Tangy, spicy; Tags: Veg, Traditional","Yogurt, gram flour, onion, spices",300,680,Dinner,Absolutely delicious and worth trying again!,Mild,Small,Dairy,Always,Yes,400,"French Fries, Coke","Spicy, Tangy",General
R128,Matar Paneer,Main Course,Veg,Indian (North),4.7,36,370 kcal / 18g protein / 32g carbs / 16g fat,"Spicy, savory; Tags: Veg, Classic","Green peas, paneer, onion, tomato, spices",340,720,Dinner,"A customer favorite, full of flavor.",Medium,Medium,Dairy,Always,Yes,370,"Plain Rice, Green Salad","Savory, Spicy",General
R129,Rajma Chawal,Main Course,Veg,Indian (North),4.8,50,420 kcal / 20g protein / 60g carbs / 10g fat,"Comforting, spicy; Tags: Veg, Classic","Kidney beans, rice, onion, tomato, spices",320,860,Dinner,Absolutely delicious and worth trying again!,Mild,Large,Dairy,Limited,No,420,"Tandoori Roti, Dal Fry",Spicy,General
R130,Fish Curry (Goan),Main Course,Non-Veg,Indian (Goan),4.8,48,460 kcal / 28g protein / 24g carbs / 24g fat,"Spicy, tangy; Tags: Non-Veg, Coastal","Fish, coconut milk, tamarind, spices",480,840,Dinner,Loved by both kids and adults alike.,Spicy,Medium,Seafood,Limited,Yes,460,"Steamed Rice, Rasam","Spicy, Tangy",Non-veg
R131,Butter Naan,Breads,Veg,Indian,4.7,18,280 kcal / 8g protein / 48g carbs / 6g fat,"Soft, buttery; Tags: Veg, Side","Flour, butter, yogurt, yeast",60,950,Dinner,"Great value for the price, must-try dish.",Medium,Medium,Dairy,Limited,No,280,"Garlic Bread, Soup",Neutral,General
R132,Garlic Naan,Breads,Veg,Indian,4.8,20,300 kcal / 8g protein / 50g carbs / 8g fat,"Soft, garlicky; Tags: Veg, Side","Flour, garlic, butter, yeast",70,970,Dinner,"Light, fresh, and very enjoyable.",Mild,Medium,Dairy,Limited,Yes,300,"Tandoori Roti, Dal Fry",Neutral,General
R133,Tandoori Roti,Breads,Veg,Indian,4.6,15,250 kcal / 7g protein / 46g carbs / 3g fat,"Smoky, light; Tags: Veg, Side","Whole wheat flour, water, salt",40,920,Dinner,"Light, fresh, and very enjoyable.",Mild,Medium,Dairy,Seasonal,Yes,250,"French Fries, Coke",Neutral,General
